"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","05.06.2022 09:30 - 05.06.2022 09:45 (UTC)","24109","1887","6845"
"Germany (DE)","05.06.2022 09:45 - 05.06.2022 10:00 (UTC)","24529","1960","6972"
"Germany (DE)","05.06.2022 10:00 - 05.06.2022 10:15 (UTC)","24832","1953","7128"
"Germany (DE)","05.06.2022 10:15 - 05.06.2022 10:30 (UTC)","25009","1980","7380"
"Germany (DE)","05.06.2022 10:30 - 05.06.2022 10:45 (UTC)","25072","2072","7587"
"Germany (DE)","05.06.2022 10:45 - 05.06.2022 11:00 (UTC)","24727","2168","7648"
"Germany (DE)","05.06.2022 11:00 - 05.06.2022 11:15 (UTC)","24379","2192","7781"
"Germany (DE)","05.06.2022 11:15 - 05.06.2022 11:30 (UTC)","24004","2146","7944"
"Germany (DE)","05.06.2022 11:30 - 05.06.2022 11:45 (UTC)","23528","2168","8193"
"Germany (DE)","05.06.2022 11:45 - 05.06.2022 12:00 (UTC)","22827","2194","8388"
"Germany (DE)","05.06.2022 12:00 - 05.06.2022 12:15 (UTC)","22026","2214","8536"
"Germany (DE)","05.06.2022 12:15 - 05.06.2022 12:30 (UTC)","21380","2271","8708"
"Germany (DE)","05.06.2022 12:30 - 05.06.2022 12:45 (UTC)","20451","2373","8883"
"Germany (DE)","05.06.2022 12:45 - 05.06.2022 13:00 (UTC)","19584","2587","8979"
"Germany (DE)","05.06.2022 13:00 - 05.06.2022 13:15 (UTC)","18531","2666","9213"
"Germany (DE)","05.06.2022 13:15 - 05.06.2022 13:30 (UTC)","17595","2691","9348"
"Germany (DE)","05.06.2022 13:30 - 05.06.2022 13:45 (UTC)","16475","2727","9466"
"Germany (DE)","05.06.2022 13:45 - 05.06.2022 14:00 (UTC)","15320","2855","9753"
"Germany (DE)","05.06.2022 14:00 - 05.06.2022 14:15 (UTC)","14087","3041","9924"
"Germany (DE)","05.06.2022 14:15 - 05.06.2022 14:30 (UTC)","12584","3141","10131"
"Germany (DE)","05.06.2022 14:30 - 05.06.2022 14:45 (UTC)","11256","3178","10566"
"Germany (DE)","05.06.2022 14:45 - 05.06.2022 15:00 (UTC)","10253","3328","10764"
"Germany (DE)","05.06.2022 15:00 - 05.06.2022 15:15 (UTC)","9504","3525","10976"
"Germany (DE)","05.06.2022 15:15 - 05.06.2022 15:30 (UTC)","8647","3624","11217"
"Germany (DE)","05.06.2022 15:30 - 05.06.2022 15:45 (UTC)","7871","3538","11343"
"Germany (DE)","05.06.2022 15:45 - 05.06.2022 16:00 (UTC)","6966","3657","11325"
"Germany (DE)","05.06.2022 16:00 - 05.06.2022 16:15 (UTC)","6185","3825","11248"
"Germany (DE)","05.06.2022 16:15 - 05.06.2022 16:30 (UTC)","5514","3952","11289"
"Germany (DE)","05.06.2022 16:30 - 05.06.2022 16:45 (UTC)","4973","3995","11559"
"Germany (DE)","05.06.2022 16:45 - 05.06.2022 17:00 (UTC)","4353","3965","11720"
"Germany (DE)","05.06.2022 17:00 - 05.06.2022 17:15 (UTC)","3694","3902","12239"
"Germany (DE)","05.06.2022 17:15 - 05.06.2022 17:30 (UTC)","3055","4010","12520"
"Germany (DE)","05.06.2022 17:30 - 05.06.2022 17:45 (UTC)","2528","4122","12683"
"Germany (DE)","05.06.2022 17:45 - 05.06.2022 18:00 (UTC)","2035","4156","12810"
"Germany (DE)","05.06.2022 18:00 - 05.06.2022 18:15 (UTC)","1578","4183","13031"
"Germany (DE)","05.06.2022 18:15 - 05.06.2022 18:30 (UTC)","1130","4229","13383"
"Germany (DE)","05.06.2022 18:30 - 05.06.2022 18:45 (UTC)","719","4186","13661"
"Germany (DE)","05.06.2022 18:45 - 05.06.2022 19:00 (UTC)","389","4182","13829"
"Germany (DE)","05.06.2022 19:00 - 05.06.2022 19:15 (UTC)","154","4356","14667"
"Germany (DE)","05.06.2022 19:15 - 05.06.2022 19:30 (UTC)","30","4602","15448"
"Germany (DE)","05.06.2022 19:30 - 05.06.2022 19:45 (UTC)","4","4859","15818"
"Germany (DE)","05.06.2022 19:45 - 05.06.2022 20:00 (UTC)","1","4858","16143"
"Germany (DE)","05.06.2022 20:00 - 05.06.2022 20:15 (UTC)","0","4750","16052"
"Germany (DE)","05.06.2022 20:15 - 05.06.2022 20:30 (UTC)","0","4755","16344"
"Germany (DE)","05.06.2022 20:30 - 05.06.2022 20:45 (UTC)","0","4876","16552"
"Germany (DE)","05.06.2022 20:45 - 05.06.2022 21:00 (UTC)","0","4988","17043"
"Germany (DE)","05.06.2022 21:00 - 05.06.2022 21:15 (UTC)","0","4924","17362"
"Germany (DE)","05.06.2022 21:15 - 05.06.2022 21:30 (UTC)","0","4750","17688"
"Germany (DE)","05.06.2022 21:30 - 05.06.2022 21:45 (UTC)","0","4515","17661"
"Germany (DE)","05.06.2022 21:45 - 05.06.2022 22:00 (UTC)","0","4264","17682"
"Germany (DE)","05.06.2022 22:00 - 05.06.2022 22:15 (UTC)","0","4059","17977"
"Germany (DE)","05.06.2022 22:15 - 05.06.2022 22:30 (UTC)","0","4211","18633"
"Germany (DE)","05.06.2022 22:30 - 05.06.2022 22:45 (UTC)","0","4207","18789"
"Germany (DE)","05.06.2022 22:45 - 05.06.2022 23:00 (UTC)","0","4375","18708"
"Germany (DE)","05.06.2022 23:00 - 05.06.2022 23:15 (UTC)","0","4550","18578"
"Germany (DE)","05.06.2022 23:15 - 05.06.2022 23:30 (UTC)","0","4556","18754"
"Germany (DE)","05.06.2022 23:30 - 05.06.2022 23:45 (UTC)","0","4395","18575"
"Germany (DE)","05.06.2022 23:45 - 06.06.2022 00:00 (UTC)","0","4208","18668"
"Germany (DE)","06.06.2022 00:00 - 06.06.2022 00:15 (UTC)","0","4072","18474"
"Germany (DE)","06.06.2022 00:15 - 06.06.2022 00:30 (UTC)","0","3963","18399"
"Germany (DE)","06.06.2022 00:30 - 06.06.2022 00:45 (UTC)","0","4115","18293"
"Germany (DE)","06.06.2022 00:45 - 06.06.2022 01:00 (UTC)","0","4353","18392"
"Germany (DE)","06.06.2022 01:00 - 06.06.2022 01:15 (UTC)","0","4531","18277"
"Germany (DE)","06.06.2022 01:15 - 06.06.2022 01:30 (UTC)","0","4717","18246"
"Germany (DE)","06.06.2022 01:30 - 06.06.2022 01:45 (UTC)","0","4824","18185"
"Germany (DE)","06.06.2022 01:45 - 06.06.2022 02:00 (UTC)","0","4993","18262"
"Germany (DE)","06.06.2022 02:00 - 06.06.2022 02:15 (UTC)","0","5090","18028"
"Germany (DE)","06.06.2022 02:15 - 06.06.2022 02:30 (UTC)","0","5050","17910"
"Germany (DE)","06.06.2022 02:30 - 06.06.2022 02:45 (UTC)","0","5100","17787"
"Germany (DE)","06.06.2022 02:45 - 06.06.2022 03:00 (UTC)","4","4983","17658"
"Germany (DE)","06.06.2022 03:00 - 06.06.2022 03:15 (UTC)","42","4744","17283"
"Germany (DE)","06.06.2022 03:15 - 06.06.2022 03:30 (UTC)","95","4367","16858"
"Germany (DE)","06.06.2022 03:30 - 06.06.2022 03:45 (UTC)","221","4228","16116"
"Germany (DE)","06.06.2022 03:45 - 06.06.2022 04:00 (UTC)","513","4207","15699"
"Germany (DE)","06.06.2022 04:00 - 06.06.2022 04:15 (UTC)","935","4274","15828"
"Germany (DE)","06.06.2022 04:15 - 06.06.2022 04:30 (UTC)","1494","4483","15805"
"Germany (DE)","06.06.2022 04:30 - 06.06.2022 04:45 (UTC)","2202","4722","15442"
"Germany (DE)","06.06.2022 04:45 - 06.06.2022 05:00 (UTC)","3126","4828","14840"
"Germany (DE)","06.06.2022 05:00 - 06.06.2022 05:15 (UTC)","4223","5000","14303"
"Germany (DE)","06.06.2022 05:15 - 06.06.2022 05:30 (UTC)","5425","5000","14170"
"Germany (DE)","06.06.2022 05:30 - 06.06.2022 05:45 (UTC)","6791","4918","13967"
"Germany (DE)","06.06.2022 05:45 - 06.06.2022 06:00 (UTC)","8166","4934","13896"
"Germany (DE)","06.06.2022 06:00 - 06.06.2022 06:15 (UTC)","9622","4332","14220"
"Germany (DE)","06.06.2022 06:15 - 06.06.2022 06:30 (UTC)","11054","4220","14187"
"Germany (DE)","06.06.2022 06:30 - 06.06.2022 06:45 (UTC)","12560","4237","14418"
"Germany (DE)","06.06.2022 06:45 - 06.06.2022 07:00 (UTC)","14119","4326","14734"
"Germany (DE)","06.06.2022 07:00 - 06.06.2022 07:15 (UTC)","15747","4600","14451"
"Germany (DE)","06.06.2022 07:15 - 06.06.2022 07:30 (UTC)","17306","4855","14503"
"Germany (DE)","06.06.2022 07:30 - 06.06.2022 07:45 (UTC)","18826","5351","14328"
"Germany (DE)","06.06.2022 07:45 - 06.06.2022 08:00 (UTC)","20093","5591","13381"
"Germany (DE)","06.06.2022 08:00 - 06.06.2022 08:15 (UTC)","21279","5750","14523"
"Germany (DE)","06.06.2022 08:15 - 06.06.2022 08:30 (UTC)","22260","5702","14676"
"Germany (DE)","06.06.2022 08:30 - 06.06.2022 08:45 (UTC)","23097","5765","14352"
"Germany (DE)","06.06.2022 08:45 - 06.06.2022 09:00 (UTC)","23750","5833","13928"
"Germany (DE)","06.06.2022 09:00 - 06.06.2022 09:15 (UTC)","24265","5844","14684"
"Germany (DE)","06.06.2022 09:15 - 06.06.2022 09:30 (UTC)","24947","5838","14874"
"Germany (DE)","06.06.2022 09:30 - 06.06.2022 09:45 (UTC)","25583","5819","14982"
"Germany (DE)","06.06.2022 09:45 - 06.06.2022 10:00 (UTC)","25875","5816","14883"
"Germany (DE)","06.06.2022 10:00 - 06.06.2022 10:15 (UTC)","26020","5789","14998"
"Germany (DE)","06.06.2022 10:15 - 06.06.2022 10:30 (UTC)","26205","5721","15206"
"Germany (DE)","06.06.2022 10:30 - 06.06.2022 10:45 (UTC)","26561","5699","14810"
"Germany (DE)","06.06.2022 10:45 - 06.06.2022 11:00 (UTC)","27009","5707","14434"
"Germany (DE)","06.06.2022 11:00 - 06.06.2022 11:15 (UTC)","27004","5617","14158"
"Germany (DE)","06.06.2022 11:15 - 06.06.2022 11:30 (UTC)","27021","5590","13380"
"Germany (DE)","06.06.2022 11:30 - 06.06.2022 11:45 (UTC)","26663","5487","12976"
"Germany (DE)","06.06.2022 11:45 - 06.06.2022 12:00 (UTC)","26598","5425","13025"
"Germany (DE)","06.06.2022 12:00 - 06.06.2022 12:15 (UTC)","25975","5367","12042"
"Germany (DE)","06.06.2022 12:15 - 06.06.2022 12:30 (UTC)","25559","5342","12076"
"Germany (DE)","06.06.2022 12:30 - 06.06.2022 12:45 (UTC)","25136","5359","12601"
"Germany (DE)","06.06.2022 12:45 - 06.06.2022 13:00 (UTC)","24479","5299","13175"
"Germany (DE)","06.06.2022 13:00 - 06.06.2022 13:15 (UTC)","23961","5105","13545"
"Germany (DE)","06.06.2022 13:15 - 06.06.2022 13:30 (UTC)","22843","4874","13867"
"Germany (DE)","06.06.2022 13:30 - 06.06.2022 13:45 (UTC)","21871","4605","13657"
"Germany (DE)","06.06.2022 13:45 - 06.06.2022 14:00 (UTC)","20923","4429","14314"
"Germany (DE)","06.06.2022 14:00 - 06.06.2022 14:15 (UTC)","20024","4321","14232"
"Germany (DE)","06.06.2022 14:15 - 06.06.2022 14:30 (UTC)","19184","4113","14549"
"Germany (DE)","06.06.2022 14:30 - 06.06.2022 14:45 (UTC)","18471","3931","14740"
"Germany (DE)","06.06.2022 14:45 - 06.06.2022 15:00 (UTC)","17348","3799","14590"
"Germany (DE)","06.06.2022 15:00 - 06.06.2022 15:15 (UTC)","16035","3587","14444"
"Germany (DE)","06.06.2022 15:15 - 06.06.2022 15:30 (UTC)","14758","3387","14318"
"Germany (DE)","06.06.2022 15:30 - 06.06.2022 15:45 (UTC)","13383","3349","14317"
"Germany (DE)","06.06.2022 15:45 - 06.06.2022 16:00 (UTC)","12051","3386","14001"
"Germany (DE)","06.06.2022 16:00 - 06.06.2022 16:15 (UTC)","10644","3359","13608"
"Germany (DE)","06.06.2022 16:15 - 06.06.2022 16:30 (UTC)","9131","3478","13670"
"Germany (DE)","06.06.2022 16:30 - 06.06.2022 16:45 (UTC)","7731","3807","13352"
"Germany (DE)","06.06.2022 16:45 - 06.06.2022 17:00 (UTC)","6481","3792","13282"
"Germany (DE)","06.06.2022 17:00 - 06.06.2022 17:15 (UTC)","5320","3878","12716"
"Germany (DE)","06.06.2022 17:15 - 06.06.2022 17:30 (UTC)","4219","4185","12242"
"Germany (DE)","06.06.2022 17:30 - 06.06.2022 17:45 (UTC)","3273","4344","11923"
"Germany (DE)","06.06.2022 17:45 - 06.06.2022 18:00 (UTC)","2518","4399","11904"
"Germany (DE)","06.06.2022 18:00 - 06.06.2022 18:15 (UTC)","1888","4404","11651"
"Germany (DE)","06.06.2022 18:15 - 06.06.2022 18:30 (UTC)","1314","4344","11122"
"Germany (DE)","06.06.2022 18:30 - 06.06.2022 18:45 (UTC)","803","4459","10563"
"Germany (DE)","06.06.2022 18:45 - 06.06.2022 19:00 (UTC)","421","4536","10348"
"Germany (DE)","06.06.2022 19:00 - 06.06.2022 19:15 (UTC)","166","4639","10432"
"Germany (DE)","06.06.2022 19:15 - 06.06.2022 19:30 (UTC)","34","4724","10442"
"Germany (DE)","06.06.2022 19:30 - 06.06.2022 19:45 (UTC)","4","4845","10364"
"Germany (DE)","06.06.2022 19:45 - 06.06.2022 20:00 (UTC)","1","4905","9952"
"Germany (DE)","06.06.2022 20:00 - 06.06.2022 20:15 (UTC)","0","4940","9149"
"Germany (DE)","06.06.2022 20:15 - 06.06.2022 20:30 (UTC)","0","5009","8866"
"Germany (DE)","06.06.2022 20:30 - 06.06.2022 20:45 (UTC)","0","5055","8646"
"Germany (DE)","06.06.2022 20:45 - 06.06.2022 21:00 (UTC)","0","5136","8408"
"Germany (DE)","06.06.2022 21:00 - 06.06.2022 21:15 (UTC)","0","5271","8166"
"Germany (DE)","06.06.2022 21:15 - 06.06.2022 21:30 (UTC)","0","5487","7975"
"Germany (DE)","06.06.2022 21:30 - 06.06.2022 21:45 (UTC)","0","5668","7321"
"Germany (DE)","06.06.2022 21:45 - 06.06.2022 22:00 (UTC)","0","5821","7094"
"Germany (DE)","06.06.2022 22:00 - 06.06.2022 22:15 (UTC)","0","5900","6817"
"Germany (DE)","06.06.2022 22:15 - 06.06.2022 22:30 (UTC)","0","6009","6482"
"Germany (DE)","06.06.2022 22:30 - 06.06.2022 22:45 (UTC)","0","6052","6178"
"Germany (DE)","06.06.2022 22:45 - 06.06.2022 23:00 (UTC)","0","6056","6127"
"Germany (DE)","06.06.2022 23:00 - 06.06.2022 23:15 (UTC)","0","5617","6021"
"Germany (DE)","06.06.2022 23:15 - 06.06.2022 23:30 (UTC)","0","5678","6112"
"Germany (DE)","06.06.2022 23:30 - 06.06.2022 23:45 (UTC)","0","5682","6350"
"Germany (DE)","06.06.2022 23:45 - 07.06.2022 00:00 (UTC)","0","5590","6687"
"Germany (DE)","07.06.2022 00:00 - 07.06.2022 00:15 (UTC)","0","5658","6973"
"Germany (DE)","07.06.2022 00:15 - 07.06.2022 00:30 (UTC)","0","5637","7210"
"Germany (DE)","07.06.2022 00:30 - 07.06.2022 00:45 (UTC)","0","5571","7355"
"Germany (DE)","07.06.2022 00:45 - 07.06.2022 01:00 (UTC)","0","5552","7422"
"Germany (DE)","07.06.2022 01:00 - 07.06.2022 01:15 (UTC)","0","5535","7633"
"Germany (DE)","07.06.2022 01:15 - 07.06.2022 01:30 (UTC)","0","5568","8047"
"Germany (DE)","07.06.2022 01:30 - 07.06.2022 01:45 (UTC)","0","5550","8354"
"Germany (DE)","07.06.2022 01:45 - 07.06.2022 02:00 (UTC)","0","5571","8735"
"Germany (DE)","07.06.2022 02:00 - 07.06.2022 02:15 (UTC)","0","5451","9098"
"Germany (DE)","07.06.2022 02:15 - 07.06.2022 02:30 (UTC)","0","5436","9381"
"Germany (DE)","07.06.2022 02:30 - 07.06.2022 02:45 (UTC)","0","5441","9765"
"Germany (DE)","07.06.2022 02:45 - 07.06.2022 03:00 (UTC)","13","5373","10101"
"Germany (DE)","07.06.2022 03:00 - 07.06.2022 03:15 (UTC)","72","5405","10448"
"Germany (DE)","07.06.2022 03:15 - 07.06.2022 03:30 (UTC)","172","5419","10669"
"Germany (DE)","07.06.2022 03:30 - 07.06.2022 03:45 (UTC)","341","5444","10744"
"Germany (DE)","07.06.2022 03:45 - 07.06.2022 04:00 (UTC)","618","5495","10888"
"Germany (DE)","07.06.2022 04:00 - 07.06.2022 04:15 (UTC)","1007","5079","11351"
"Germany (DE)","07.06.2022 04:15 - 07.06.2022 04:30 (UTC)","1498","4913","11575"
"Germany (DE)","07.06.2022 04:30 - 07.06.2022 04:45 (UTC)","2103","4738","11520"
"Germany (DE)","07.06.2022 04:45 - 07.06.2022 05:00 (UTC)","2848","4699","11492"
"Germany (DE)","07.06.2022 05:00 - 07.06.2022 05:15 (UTC)","3725","4594","11355"
"Germany (DE)","07.06.2022 05:15 - 07.06.2022 05:30 (UTC)","4712","4591","11384"
"Germany (DE)","07.06.2022 05:30 - 07.06.2022 05:45 (UTC)","5801","4535","11301"
"Germany (DE)","07.06.2022 05:45 - 07.06.2022 06:00 (UTC)","6989","4528","11202"
"Germany (DE)","07.06.2022 06:00 - 07.06.2022 06:15 (UTC)","8151","4565","11331"
"Germany (DE)","07.06.2022 06:15 - 07.06.2022 06:30 (UTC)","9483","4595","11354"
"Germany (DE)","07.06.2022 06:30 - 07.06.2022 06:45 (UTC)","10796","4563","11813"
"Germany (DE)","07.06.2022 06:45 - 07.06.2022 07:00 (UTC)","11998","4428","12245"
"Germany (DE)","07.06.2022 07:00 - 07.06.2022 07:15 (UTC)","13204","4741","12837"
"Germany (DE)","07.06.2022 07:15 - 07.06.2022 07:30 (UTC)","14596","4676","13587"
"Germany (DE)","07.06.2022 07:30 - 07.06.2022 07:45 (UTC)","15783","4622","14239"
"Germany (DE)","07.06.2022 07:45 - 07.06.2022 08:00 (UTC)","16768","4634","14671"
"Germany (DE)","07.06.2022 08:00 - 07.06.2022 08:15 (UTC)","17733","4510","15212"
"Germany (DE)","07.06.2022 08:15 - 07.06.2022 08:30 (UTC)","18786","4498","15398"
"Germany (DE)","07.06.2022 08:30 - 07.06.2022 08:45 (UTC)","19685","4490","15420"
"Germany (DE)","07.06.2022 08:45 - 07.06.2022 09:00 (UTC)","20253","4434","15647"
"Germany (DE)","07.06.2022 09:00 - 07.06.2022 09:15 (UTC)","20779","4254","16233"
"Germany (DE)","07.06.2022 09:15 - 07.06.2022 09:30 (UTC)","21067","4215","16516"
"Germany (DE)","07.06.2022 09:30 - 07.06.2022 09:45 (UTC)","21323","4206","16768"
"Germany (DE)","07.06.2022 09:45 - 07.06.2022 10:00 (UTC)","21204","4177","16817"
"Germany (DE)","07.06.2022 10:00 - 07.06.2022 10:15 (UTC)","21032","4217","16999"
"Germany (DE)","07.06.2022 10:15 - 07.06.2022 10:30 (UTC)","21033","4242","17153"
"Germany (DE)","07.06.2022 10:30 - 07.06.2022 10:45 (UTC)","21393","4290","16970"
"Germany (DE)","07.06.2022 10:45 - 07.06.2022 11:00 (UTC)","21401","4302","16853"
"Germany (DE)","07.06.2022 11:00 - 07.06.2022 11:15 (UTC)","21520","4333","17003"
"Germany (DE)","07.06.2022 11:15 - 07.06.2022 11:30 (UTC)","21119","4318","16832"
"Germany (DE)","07.06.2022 11:30 - 07.06.2022 11:45 (UTC)","21179","4184","16338"
"Germany (DE)","07.06.2022 11:45 - 07.06.2022 12:00 (UTC)","21313","4095","16111"
"Germany (DE)","07.06.2022 12:00 - 07.06.2022 12:15 (UTC)","21093","3993","15792"
"Germany (DE)","07.06.2022 12:15 - 07.06.2022 12:30 (UTC)","21074","3883","15472"
"Germany (DE)","07.06.2022 12:30 - 07.06.2022 12:45 (UTC)","20777","3761","15116"
"Germany (DE)","07.06.2022 12:45 - 07.06.2022 13:00 (UTC)","20345","3661","15054"
"Germany (DE)","07.06.2022 13:00 - 07.06.2022 13:15 (UTC)","19889","3570","14423"
"Germany (DE)","07.06.2022 13:15 - 07.06.2022 13:30 (UTC)","19397","3480","14225"
"Germany (DE)","07.06.2022 13:30 - 07.06.2022 13:45 (UTC)","18787","3324","14237"
"Germany (DE)","07.06.2022 13:45 - 07.06.2022 14:00 (UTC)","18254","3256","13998"
"Germany (DE)","07.06.2022 14:00 - 07.06.2022 14:15 (UTC)","17765","3653","13731"
"Germany (DE)","07.06.2022 14:15 - 07.06.2022 14:30 (UTC)","16916","3551","13341"
"Germany (DE)","07.06.2022 14:30 - 07.06.2022 14:45 (UTC)","16072","3471","12886"
"Germany (DE)","07.06.2022 14:45 - 07.06.2022 15:00 (UTC)","15151","3474","12461"
"Germany (DE)","07.06.2022 15:00 - 07.06.2022 15:15 (UTC)","14316","3423","12340"
"Germany (DE)","07.06.2022 15:15 - 07.06.2022 15:30 (UTC)","13627","3345","12123"
"Germany (DE)","07.06.2022 15:30 - 07.06.2022 15:45 (UTC)","12728","3273","11615"
"Germany (DE)","07.06.2022 15:45 - 07.06.2022 16:00 (UTC)","11597","3301","11158"
"Germany (DE)","07.06.2022 16:00 - 07.06.2022 16:15 (UTC)","10334","3327","10684"
"Germany (DE)","07.06.2022 16:15 - 07.06.2022 16:30 (UTC)","9233","3343","10268"
"Germany (DE)","07.06.2022 16:30 - 07.06.2022 16:45 (UTC)","8069","3222","9624"
"Germany (DE)","07.06.2022 16:45 - 07.06.2022 17:00 (UTC)","6903","2959","9257"
"Germany (DE)","07.06.2022 17:00 - 07.06.2022 17:15 (UTC)","5739","2794","8764"
"Germany (DE)","07.06.2022 17:15 - 07.06.2022 17:30 (UTC)","4669","2669","8325"
"Germany (DE)","07.06.2022 17:30 - 07.06.2022 17:45 (UTC)","3788","2635","7564"
"Germany (DE)","07.06.2022 17:45 - 07.06.2022 18:00 (UTC)","3024","2550","6937"
"Germany (DE)","07.06.2022 18:00 - 07.06.2022 18:15 (UTC)","2283","2775","6565"
"Germany (DE)","07.06.2022 18:15 - 07.06.2022 18:30 (UTC)","1592","3010","6043"
"Germany (DE)","07.06.2022 18:30 - 07.06.2022 18:45 (UTC)","1015","3087","5756"
"Germany (DE)","07.06.2022 18:45 - 07.06.2022 19:00 (UTC)","551","3075","5525"
"Germany (DE)","07.06.2022 19:00 - 07.06.2022 19:15 (UTC)","241","2955","5523"
"Germany (DE)","07.06.2022 19:15 - 07.06.2022 19:30 (UTC)","66","2783","5398"
"Germany (DE)","07.06.2022 19:30 - 07.06.2022 19:45 (UTC)","13","2674","5050"
"Germany (DE)","07.06.2022 19:45 - 07.06.2022 20:00 (UTC)","1","2640","4826"
"Germany (DE)","07.06.2022 20:00 - 07.06.2022 20:15 (UTC)","0","2535","4687"
"Germany (DE)","07.06.2022 20:15 - 07.06.2022 20:30 (UTC)","0","2480","4653"
"Germany (DE)","07.06.2022 20:30 - 07.06.2022 20:45 (UTC)","0","2408","4732"
"Germany (DE)","07.06.2022 20:45 - 07.06.2022 21:00 (UTC)","0","2343","4904"
"Germany (DE)","07.06.2022 21:00 - 07.06.2022 21:15 (UTC)","0","2374","5125"
"Germany (DE)","07.06.2022 21:15 - 07.06.2022 21:30 (UTC)","0","2300","5287"
"Germany (DE)","07.06.2022 21:30 - 07.06.2022 21:45 (UTC)","0","2275","5394"
"Germany (DE)","07.06.2022 21:45 - 07.06.2022 22:00 (UTC)","0","2305","5474"
"Germany (DE)","07.06.2022 22:00 - 07.06.2022 22:15 (UTC)","0","2272","5441"
"Germany (DE)","07.06.2022 22:15 - 07.06.2022 22:30 (UTC)","0","2302","5502"
"Germany (DE)","07.06.2022 22:30 - 07.06.2022 22:45 (UTC)","0","2295","5565"
"Germany (DE)","07.06.2022 22:45 - 07.06.2022 23:00 (UTC)","0","2221","5461"
"Germany (DE)","07.06.2022 23:00 - 07.06.2022 23:15 (UTC)","0","2168","5375"
"Germany (DE)","07.06.2022 23:15 - 07.06.2022 23:30 (UTC)","0","2033","5154"
"Germany (DE)","07.06.2022 23:30 - 07.06.2022 23:45 (UTC)","0","1954","4913"
"Germany (DE)","07.06.2022 23:45 - 08.06.2022 00:00 (UTC)","0","1855","4790"
"Germany (DE)","08.06.2022 00:00 - 08.06.2022 00:15 (UTC)","0","1868","4597"
"Germany (DE)","08.06.2022 00:15 - 08.06.2022 00:30 (UTC)","0","1836","4356"
"Germany (DE)","08.06.2022 00:30 - 08.06.2022 00:45 (UTC)","0","1803","4266"
"Germany (DE)","08.06.2022 00:45 - 08.06.2022 01:00 (UTC)","0","1737","4174"
"Germany (DE)","08.06.2022 01:00 - 08.06.2022 01:15 (UTC)","0","1678","4201"
"Germany (DE)","08.06.2022 01:15 - 08.06.2022 01:30 (UTC)","0","1623","4140"
"Germany (DE)","08.06.2022 01:30 - 08.06.2022 01:45 (UTC)","0","1508","4022"
"Germany (DE)","08.06.2022 01:45 - 08.06.2022 02:00 (UTC)","0","1472","3892"
"Germany (DE)","08.06.2022 02:00 - 08.06.2022 02:15 (UTC)","0","1405","3755"
"Germany (DE)","08.06.2022 02:15 - 08.06.2022 02:30 (UTC)","0","1314","3699"
"Germany (DE)","08.06.2022 02:30 - 08.06.2022 02:45 (UTC)","0","1193","3725"
"Germany (DE)","08.06.2022 02:45 - 08.06.2022 03:00 (UTC)","15","1054","3742"
"Germany (DE)","08.06.2022 03:00 - 08.06.2022 03:15 (UTC)","78","948","3711"
"Germany (DE)","08.06.2022 03:15 - 08.06.2022 03:30 (UTC)","183","812","3780"
"Germany (DE)","08.06.2022 03:30 - 08.06.2022 03:45 (UTC)","454","642","3693"
"Germany (DE)","08.06.2022 03:45 - 08.06.2022 04:00 (UTC)","906","564","3580"
"Germany (DE)","08.06.2022 04:00 - 08.06.2022 04:15 (UTC)","1513","463","3606"
"Germany (DE)","08.06.2022 04:15 - 08.06.2022 04:30 (UTC)","2270","374","3528"
"Germany (DE)","08.06.2022 04:30 - 08.06.2022 04:45 (UTC)","3208","396","3343"
"Germany (DE)","08.06.2022 04:45 - 08.06.2022 05:00 (UTC)","4346","390","3121"
"Germany (DE)","08.06.2022 05:00 - 08.06.2022 05:15 (UTC)","5650","356","2861"
"Germany (DE)","08.06.2022 05:15 - 08.06.2022 05:30 (UTC)","7129","351","2607"
"Germany (DE)","08.06.2022 05:30 - 08.06.2022 05:45 (UTC)","8709","340","2347"
"Germany (DE)","08.06.2022 05:45 - 08.06.2022 06:00 (UTC)","10427","361","2048"
"Germany (DE)","08.06.2022 06:00 - 08.06.2022 06:15 (UTC)","12295","393","1820"
"Germany (DE)","08.06.2022 06:15 - 08.06.2022 06:30 (UTC)","14103","417","1677"
"Germany (DE)","08.06.2022 06:30 - 08.06.2022 06:45 (UTC)","15988","416","1579"
