"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","02.06.2022 09:00 - 02.06.2022 09:15 (UTC)","30136","2844","6631"
"Germany (DE)","02.06.2022 09:15 - 02.06.2022 09:30 (UTC)","30810","2773","6862"
"Germany (DE)","02.06.2022 09:30 - 02.06.2022 09:45 (UTC)","31402","2693","6658"
"Germany (DE)","02.06.2022 09:45 - 02.06.2022 10:00 (UTC)","31872","2584","6614"
"Germany (DE)","02.06.2022 10:00 - 02.06.2022 10:15 (UTC)","32009","2547","6693"
"Germany (DE)","02.06.2022 10:15 - 02.06.2022 10:30 (UTC)","32249","2443","6902"
"Germany (DE)","02.06.2022 10:30 - 02.06.2022 10:45 (UTC)","32317","2378","6820"
"Germany (DE)","02.06.2022 10:45 - 02.06.2022 11:00 (UTC)","32391","2602","6590"
"Germany (DE)","02.06.2022 11:00 - 02.06.2022 11:15 (UTC)","32314","2826","6591"
"Germany (DE)","02.06.2022 11:15 - 02.06.2022 11:30 (UTC)","31959","2834","6818"
"Germany (DE)","02.06.2022 11:30 - 02.06.2022 11:45 (UTC)","31399","2821","6952"
"Germany (DE)","02.06.2022 11:45 - 02.06.2022 12:00 (UTC)","30963","2742","6917"
"Germany (DE)","02.06.2022 12:00 - 02.06.2022 12:15 (UTC)","30536","2687","6915"
"Germany (DE)","02.06.2022 12:15 - 02.06.2022 12:30 (UTC)","29979","2663","6705"
"Germany (DE)","02.06.2022 12:30 - 02.06.2022 12:45 (UTC)","29387","2625","6482"
"Germany (DE)","02.06.2022 12:45 - 02.06.2022 13:00 (UTC)","28944","2554","6464"
"Germany (DE)","02.06.2022 13:00 - 02.06.2022 13:15 (UTC)","28250","2541","6323"
"Germany (DE)","02.06.2022 13:15 - 02.06.2022 13:30 (UTC)","27196","2410","6179"
"Germany (DE)","02.06.2022 13:30 - 02.06.2022 13:45 (UTC)","26261","2242","6113"
"Germany (DE)","02.06.2022 13:45 - 02.06.2022 14:00 (UTC)","25556","2309","5808"
"Germany (DE)","02.06.2022 14:00 - 02.06.2022 14:15 (UTC)","24582","2341","5452"
"Germany (DE)","02.06.2022 14:15 - 02.06.2022 14:30 (UTC)","23514","2313","5161"
"Germany (DE)","02.06.2022 14:30 - 02.06.2022 14:45 (UTC)","22428","2299","4906"
"Germany (DE)","02.06.2022 14:45 - 02.06.2022 15:00 (UTC)","21126","2271","4731"
"Germany (DE)","02.06.2022 15:00 - 02.06.2022 15:15 (UTC)","19770","2189","4531"
"Germany (DE)","02.06.2022 15:15 - 02.06.2022 15:30 (UTC)","18267","2031","4215"
"Germany (DE)","02.06.2022 15:30 - 02.06.2022 15:45 (UTC)","16708","2019","3969"
"Germany (DE)","02.06.2022 15:45 - 02.06.2022 16:00 (UTC)","15099","1911","3713"
"Germany (DE)","02.06.2022 16:00 - 02.06.2022 16:15 (UTC)","13487","1815","3574"
"Germany (DE)","02.06.2022 16:15 - 02.06.2022 16:30 (UTC)","11836","1723","3357"
"Germany (DE)","02.06.2022 16:30 - 02.06.2022 16:45 (UTC)","10110","1697","3165"
"Germany (DE)","02.06.2022 16:45 - 02.06.2022 17:00 (UTC)","8455","1666","3043"
"Germany (DE)","02.06.2022 17:00 - 02.06.2022 17:15 (UTC)","6868","1588","2768"
"Germany (DE)","02.06.2022 17:15 - 02.06.2022 17:30 (UTC)","5477","1519","2664"
"Germany (DE)","02.06.2022 17:30 - 02.06.2022 17:45 (UTC)","4277","1552","2598"
"Germany (DE)","02.06.2022 17:45 - 02.06.2022 18:00 (UTC)","3289","1420","2468"
"Germany (DE)","02.06.2022 18:00 - 02.06.2022 18:15 (UTC)","2398","1424","2324"
"Germany (DE)","02.06.2022 18:15 - 02.06.2022 18:30 (UTC)","1631","1392","2300"
"Germany (DE)","02.06.2022 18:30 - 02.06.2022 18:45 (UTC)","1012","1377","2315"
"Germany (DE)","02.06.2022 18:45 - 02.06.2022 19:00 (UTC)","529","1266","2558"
"Germany (DE)","02.06.2022 19:00 - 02.06.2022 19:15 (UTC)","212","1139","3006"
"Germany (DE)","02.06.2022 19:15 - 02.06.2022 19:30 (UTC)","53","1023","3373"
"Germany (DE)","02.06.2022 19:30 - 02.06.2022 19:45 (UTC)","10","998","3447"
"Germany (DE)","02.06.2022 19:45 - 02.06.2022 20:00 (UTC)","1","1004","3769"
"Germany (DE)","02.06.2022 20:00 - 02.06.2022 20:15 (UTC)","0","979","4240"
"Germany (DE)","02.06.2022 20:15 - 02.06.2022 20:30 (UTC)","0","890","4691"
"Germany (DE)","02.06.2022 20:30 - 02.06.2022 20:45 (UTC)","0","737","5111"
"Germany (DE)","02.06.2022 20:45 - 02.06.2022 21:00 (UTC)","0","728","5461"
"Germany (DE)","02.06.2022 21:00 - 02.06.2022 21:15 (UTC)","0","636","5894"
"Germany (DE)","02.06.2022 21:15 - 02.06.2022 21:30 (UTC)","0","586","6125"
"Germany (DE)","02.06.2022 21:30 - 02.06.2022 21:45 (UTC)","0","657","6178"
"Germany (DE)","02.06.2022 21:45 - 02.06.2022 22:00 (UTC)","0","617","6308"
"Germany (DE)","02.06.2022 22:00 - 02.06.2022 22:15 (UTC)","0","631","6269"
"Germany (DE)","02.06.2022 22:15 - 02.06.2022 22:30 (UTC)","0","744","6184"
"Germany (DE)","02.06.2022 22:30 - 02.06.2022 22:45 (UTC)","0","768","6068"
"Germany (DE)","02.06.2022 22:45 - 02.06.2022 23:00 (UTC)","0","669","6209"
"Germany (DE)","02.06.2022 23:00 - 02.06.2022 23:15 (UTC)","0","570","6267"
"Germany (DE)","02.06.2022 23:15 - 02.06.2022 23:30 (UTC)","0","580","6271"
"Germany (DE)","02.06.2022 23:30 - 02.06.2022 23:45 (UTC)","0","630","6070"
"Germany (DE)","02.06.2022 23:45 - 03.06.2022 00:00 (UTC)","0","586","6001"
"Germany (DE)","03.06.2022 00:00 - 03.06.2022 00:15 (UTC)","0","511","6040"
"Germany (DE)","03.06.2022 00:15 - 03.06.2022 00:30 (UTC)","0","490","6020"
"Germany (DE)","03.06.2022 00:30 - 03.06.2022 00:45 (UTC)","0","518","5865"
"Germany (DE)","03.06.2022 00:45 - 03.06.2022 01:00 (UTC)","0","616","5760"
"Germany (DE)","03.06.2022 01:00 - 03.06.2022 01:15 (UTC)","0","686","5662"
"Germany (DE)","03.06.2022 01:15 - 03.06.2022 01:30 (UTC)","0","691","5683"
"Germany (DE)","03.06.2022 01:30 - 03.06.2022 01:45 (UTC)","0","645","5711"
"Germany (DE)","03.06.2022 01:45 - 03.06.2022 02:00 (UTC)","0","572","5753"
"Germany (DE)","03.06.2022 02:00 - 03.06.2022 02:15 (UTC)","0","530","5663"
"Germany (DE)","03.06.2022 02:15 - 03.06.2022 02:30 (UTC)","0","507","5540"
"Germany (DE)","03.06.2022 02:30 - 03.06.2022 02:45 (UTC)","0","528","5439"
"Germany (DE)","03.06.2022 02:45 - 03.06.2022 03:00 (UTC)","12","496","5405"
"Germany (DE)","03.06.2022 03:00 - 03.06.2022 03:15 (UTC)","73","463","5505"
"Germany (DE)","03.06.2022 03:15 - 03.06.2022 03:30 (UTC)","193","420","5557"
"Germany (DE)","03.06.2022 03:30 - 03.06.2022 03:45 (UTC)","450","361","5651"
"Germany (DE)","03.06.2022 03:45 - 03.06.2022 04:00 (UTC)","895","341","5627"
"Germany (DE)","03.06.2022 04:00 - 03.06.2022 04:15 (UTC)","1510","286","5577"
"Germany (DE)","03.06.2022 04:15 - 03.06.2022 04:30 (UTC)","2358","250","5422"
"Germany (DE)","03.06.2022 04:30 - 03.06.2022 04:45 (UTC)","3424","243","5290"
"Germany (DE)","03.06.2022 04:45 - 03.06.2022 05:00 (UTC)","4799","232","5124"
"Germany (DE)","03.06.2022 05:00 - 03.06.2022 05:15 (UTC)","6257","214","4853"
"Germany (DE)","03.06.2022 05:15 - 03.06.2022 05:30 (UTC)","7883","213","4421"
"Germany (DE)","03.06.2022 05:30 - 03.06.2022 05:45 (UTC)","9744","227","3953"
"Germany (DE)","03.06.2022 05:45 - 03.06.2022 06:00 (UTC)","11726","247","3374"
"Germany (DE)","03.06.2022 06:00 - 03.06.2022 06:15 (UTC)","13876","210","2825"
"Germany (DE)","03.06.2022 06:15 - 03.06.2022 06:30 (UTC)","15857","204","2279"
"Germany (DE)","03.06.2022 06:30 - 03.06.2022 06:45 (UTC)","17921","175","1955"
"Germany (DE)","03.06.2022 06:45 - 03.06.2022 07:00 (UTC)","19878","169","1745"
"Germany (DE)","03.06.2022 07:00 - 03.06.2022 07:15 (UTC)","21864","169","1640"
"Germany (DE)","03.06.2022 07:15 - 03.06.2022 07:30 (UTC)","23748","161","1568"
"Germany (DE)","03.06.2022 07:30 - 03.06.2022 07:45 (UTC)","25547","150","1555"
"Germany (DE)","03.06.2022 07:45 - 03.06.2022 08:00 (UTC)","27230","156","1573"
"Germany (DE)","03.06.2022 08:00 - 03.06.2022 08:15 (UTC)","28866","132","1603"
"Germany (DE)","03.06.2022 08:15 - 03.06.2022 08:30 (UTC)","30140","121","1635"
"Germany (DE)","03.06.2022 08:30 - 03.06.2022 08:45 (UTC)","31547","130","1730"
"Germany (DE)","03.06.2022 08:45 - 03.06.2022 09:00 (UTC)","32903","146","1803"
"Germany (DE)","03.06.2022 09:00 - 03.06.2022 09:15 (UTC)","33916","150","1882"
"Germany (DE)","03.06.2022 09:15 - 03.06.2022 09:30 (UTC)","34707","149","2021"
"Germany (DE)","03.06.2022 09:30 - 03.06.2022 09:45 (UTC)","35199","130","2187"
"Germany (DE)","03.06.2022 09:45 - 03.06.2022 10:00 (UTC)","35552","123","2353"
"Germany (DE)","03.06.2022 10:00 - 03.06.2022 10:15 (UTC)","35641","128","2383"
"Germany (DE)","03.06.2022 10:15 - 03.06.2022 10:30 (UTC)","35629","151","2334"
"Germany (DE)","03.06.2022 10:30 - 03.06.2022 10:45 (UTC)","35755","163","2374"
"Germany (DE)","03.06.2022 10:45 - 03.06.2022 11:00 (UTC)","35550","189","2405"
"Germany (DE)","03.06.2022 11:00 - 03.06.2022 11:15 (UTC)","35124","193","2456"
"Germany (DE)","03.06.2022 11:15 - 03.06.2022 11:30 (UTC)","34364","194","2480"
"Germany (DE)","03.06.2022 11:30 - 03.06.2022 11:45 (UTC)","33557","187","2501"
"Germany (DE)","03.06.2022 11:45 - 03.06.2022 12:00 (UTC)","32549","185","2498"
"Germany (DE)","03.06.2022 12:00 - 03.06.2022 12:15 (UTC)","31505","186","2499"
"Germany (DE)","03.06.2022 12:15 - 03.06.2022 12:30 (UTC)","30375","235","2514"
"Germany (DE)","03.06.2022 12:30 - 03.06.2022 12:45 (UTC)","28934","293","2536"
"Germany (DE)","03.06.2022 12:45 - 03.06.2022 13:00 (UTC)","27734","326","2574"
"Germany (DE)","03.06.2022 13:00 - 03.06.2022 13:15 (UTC)","26336","359","2681"
"Germany (DE)","03.06.2022 13:15 - 03.06.2022 13:30 (UTC)","24914","424","2742"
"Germany (DE)","03.06.2022 13:30 - 03.06.2022 13:45 (UTC)","23496","520","2805"
"Germany (DE)","03.06.2022 13:45 - 03.06.2022 14:00 (UTC)","21931","561","2907"
"Germany (DE)","03.06.2022 14:00 - 03.06.2022 14:15 (UTC)","20201","610","3055"
"Germany (DE)","03.06.2022 14:15 - 03.06.2022 14:30 (UTC)","18698","665","3134"
"Germany (DE)","03.06.2022 14:30 - 03.06.2022 14:45 (UTC)","17065","729","3290"
"Germany (DE)","03.06.2022 14:45 - 03.06.2022 15:00 (UTC)","15640","788","3438"
"Germany (DE)","03.06.2022 15:00 - 03.06.2022 15:15 (UTC)","14064","873","3684"
"Germany (DE)","03.06.2022 15:15 - 03.06.2022 15:30 (UTC)","12698","936","3921"
"Germany (DE)","03.06.2022 15:30 - 03.06.2022 15:45 (UTC)","11402","1106","4163"
"Germany (DE)","03.06.2022 15:45 - 03.06.2022 16:00 (UTC)","10217","1209","4321"
"Germany (DE)","03.06.2022 16:00 - 03.06.2022 16:15 (UTC)","9040","1239","4554"
"Germany (DE)","03.06.2022 16:15 - 03.06.2022 16:30 (UTC)","7916","1291","4864"
"Germany (DE)","03.06.2022 16:30 - 03.06.2022 16:45 (UTC)","6776","1314","5262"
"Germany (DE)","03.06.2022 16:45 - 03.06.2022 17:00 (UTC)","5687","1314","5794"
"Germany (DE)","03.06.2022 17:00 - 03.06.2022 17:15 (UTC)","4666","1385","6008"
"Germany (DE)","03.06.2022 17:15 - 03.06.2022 17:30 (UTC)","3753","1352","6343"
"Germany (DE)","03.06.2022 17:30 - 03.06.2022 17:45 (UTC)","3013","1333","6740"
"Germany (DE)","03.06.2022 17:45 - 03.06.2022 18:00 (UTC)","2359","1368","7116"
"Germany (DE)","03.06.2022 18:00 - 03.06.2022 18:15 (UTC)","1725","1355","7369"
"Germany (DE)","03.06.2022 18:15 - 03.06.2022 18:30 (UTC)","1215","1383","7567"
"Germany (DE)","03.06.2022 18:30 - 03.06.2022 18:45 (UTC)","802","1457","7812"
"Germany (DE)","03.06.2022 18:45 - 03.06.2022 19:00 (UTC)","445","1534","8090"
"Germany (DE)","03.06.2022 19:00 - 03.06.2022 19:15 (UTC)","186","1644","8556"
"Germany (DE)","03.06.2022 19:15 - 03.06.2022 19:30 (UTC)","52","1687","9056"
"Germany (DE)","03.06.2022 19:30 - 03.06.2022 19:45 (UTC)","12","1753","9257"
"Germany (DE)","03.06.2022 19:45 - 03.06.2022 20:00 (UTC)","2","1755","9269"
"Germany (DE)","03.06.2022 20:00 - 03.06.2022 20:15 (UTC)","0","1786","9220"
"Germany (DE)","03.06.2022 20:15 - 03.06.2022 20:30 (UTC)","0","1806","9407"
"Germany (DE)","03.06.2022 20:30 - 03.06.2022 20:45 (UTC)","0","1853","9341"
"Germany (DE)","03.06.2022 20:45 - 03.06.2022 21:00 (UTC)","0","1900","9256"
"Germany (DE)","03.06.2022 21:00 - 03.06.2022 21:15 (UTC)","0","1877","8903"
"Germany (DE)","03.06.2022 21:15 - 03.06.2022 21:30 (UTC)","0","1858","8886"
"Germany (DE)","03.06.2022 21:30 - 03.06.2022 21:45 (UTC)","0","1840","8813"
"Germany (DE)","03.06.2022 21:45 - 03.06.2022 22:00 (UTC)","0","1783","8560"
"Germany (DE)","03.06.2022 22:00 - 03.06.2022 22:15 (UTC)","0","1700","8195"
"Germany (DE)","03.06.2022 22:15 - 03.06.2022 22:30 (UTC)","0","1685","8034"
"Germany (DE)","03.06.2022 22:30 - 03.06.2022 22:45 (UTC)","0","1616","7755"
"Germany (DE)","03.06.2022 22:45 - 03.06.2022 23:00 (UTC)","0","1587","7565"
"Germany (DE)","03.06.2022 23:00 - 03.06.2022 23:15 (UTC)","0","1541","7392"
"Germany (DE)","03.06.2022 23:15 - 03.06.2022 23:30 (UTC)","0","1639","7330"
"Germany (DE)","03.06.2022 23:30 - 03.06.2022 23:45 (UTC)","0","1674","7268"
"Germany (DE)","03.06.2022 23:45 - 04.06.2022 00:00 (UTC)","0","1721","7132"
"Germany (DE)","04.06.2022 00:00 - 04.06.2022 00:15 (UTC)","0","1823","7214"
"Germany (DE)","04.06.2022 00:15 - 04.06.2022 00:30 (UTC)","0","1919","7192"
"Germany (DE)","04.06.2022 00:30 - 04.06.2022 00:45 (UTC)","0","1938","6998"
"Germany (DE)","04.06.2022 00:45 - 04.06.2022 01:00 (UTC)","0","1851","6935"
"Germany (DE)","04.06.2022 01:00 - 04.06.2022 01:15 (UTC)","0","1811","6940"
"Germany (DE)","04.06.2022 01:15 - 04.06.2022 01:30 (UTC)","0","1826","6931"
"Germany (DE)","04.06.2022 01:30 - 04.06.2022 01:45 (UTC)","0","1823","6794"
"Germany (DE)","04.06.2022 01:45 - 04.06.2022 02:00 (UTC)","0","1752","6536"
"Germany (DE)","04.06.2022 02:00 - 04.06.2022 02:15 (UTC)","0","1663","6425"
"Germany (DE)","04.06.2022 02:15 - 04.06.2022 02:30 (UTC)","0","1498","6286"
"Germany (DE)","04.06.2022 02:30 - 04.06.2022 02:45 (UTC)","0","1367","6149"
"Germany (DE)","04.06.2022 02:45 - 04.06.2022 03:00 (UTC)","10","1289","5966"
"Germany (DE)","04.06.2022 03:00 - 04.06.2022 03:15 (UTC)","58","1139","5926"
"Germany (DE)","04.06.2022 03:15 - 04.06.2022 03:30 (UTC)","149","1038","5999"
"Germany (DE)","04.06.2022 03:30 - 04.06.2022 03:45 (UTC)","391","924","5983"
"Germany (DE)","04.06.2022 03:45 - 04.06.2022 04:00 (UTC)","842","789","5942"
"Germany (DE)","04.06.2022 04:00 - 04.06.2022 04:15 (UTC)","1446","776","5825"
"Germany (DE)","04.06.2022 04:15 - 04.06.2022 04:30 (UTC)","2179","747","5805"
"Germany (DE)","04.06.2022 04:30 - 04.06.2022 04:45 (UTC)","3007","785","5504"
"Germany (DE)","04.06.2022 04:45 - 04.06.2022 05:00 (UTC)","3934","916","5011"
"Germany (DE)","04.06.2022 05:00 - 04.06.2022 05:15 (UTC)","5010","923","4534"
"Germany (DE)","04.06.2022 05:15 - 04.06.2022 05:30 (UTC)","6058","895","4016"
"Germany (DE)","04.06.2022 05:30 - 04.06.2022 05:45 (UTC)","7225","836","3470"
"Germany (DE)","04.06.2022 05:45 - 04.06.2022 06:00 (UTC)","8429","767","3154"
"Germany (DE)","04.06.2022 06:00 - 04.06.2022 06:15 (UTC)","9746","752","2934"
"Germany (DE)","04.06.2022 06:15 - 04.06.2022 06:30 (UTC)","11197","749","2776"
"Germany (DE)","04.06.2022 06:30 - 04.06.2022 06:45 (UTC)","12600","752","2663"
"Germany (DE)","04.06.2022 06:45 - 04.06.2022 07:00 (UTC)","13945","771","2471"
"Germany (DE)","04.06.2022 07:00 - 04.06.2022 07:15 (UTC)","15345","784","2384"
"Germany (DE)","04.06.2022 07:15 - 04.06.2022 07:30 (UTC)","16595","724","2302"
"Germany (DE)","04.06.2022 07:30 - 04.06.2022 07:45 (UTC)","17729","710","2228"
"Germany (DE)","04.06.2022 07:45 - 04.06.2022 08:00 (UTC)","18899","662","2051"
"Germany (DE)","04.06.2022 08:00 - 04.06.2022 08:15 (UTC)","19943","615","2122"
"Germany (DE)","04.06.2022 08:15 - 04.06.2022 08:30 (UTC)","21071","619","2164"
"Germany (DE)","04.06.2022 08:30 - 04.06.2022 08:45 (UTC)","22303","622","2211"
"Germany (DE)","04.06.2022 08:45 - 04.06.2022 09:00 (UTC)","23396","645","2308"
"Germany (DE)","04.06.2022 09:00 - 04.06.2022 09:15 (UTC)","24202","640","2488"
"Germany (DE)","04.06.2022 09:15 - 04.06.2022 09:30 (UTC)","24816","664","2635"
"Germany (DE)","04.06.2022 09:30 - 04.06.2022 09:45 (UTC)","25568","720","2797"
"Germany (DE)","04.06.2022 09:45 - 04.06.2022 10:00 (UTC)","26074","760","2905"
"Germany (DE)","04.06.2022 10:00 - 04.06.2022 10:15 (UTC)","26564","791","2976"
"Germany (DE)","04.06.2022 10:15 - 04.06.2022 10:30 (UTC)","27028","822","3094"
"Germany (DE)","04.06.2022 10:30 - 04.06.2022 10:45 (UTC)","27107","839","3223"
"Germany (DE)","04.06.2022 10:45 - 04.06.2022 11:00 (UTC)","27047","779","3305"
"Germany (DE)","04.06.2022 11:00 - 04.06.2022 11:15 (UTC)","27249","663","3357"
"Germany (DE)","04.06.2022 11:15 - 04.06.2022 11:30 (UTC)","27730","543","3358"
"Germany (DE)","04.06.2022 11:30 - 04.06.2022 11:45 (UTC)","28029","492","3355"
"Germany (DE)","04.06.2022 11:45 - 04.06.2022 12:00 (UTC)","28142","433","3320"
"Germany (DE)","04.06.2022 12:00 - 04.06.2022 12:15 (UTC)","28137","415","3270"
"Germany (DE)","04.06.2022 12:15 - 04.06.2022 12:30 (UTC)","28065","387","3221"
"Germany (DE)","04.06.2022 12:30 - 04.06.2022 12:45 (UTC)","27929","391","3133"
"Germany (DE)","04.06.2022 12:45 - 04.06.2022 13:00 (UTC)","27903","455","3142"
"Germany (DE)","04.06.2022 13:00 - 04.06.2022 13:15 (UTC)","27600","495","3039"
"Germany (DE)","04.06.2022 13:15 - 04.06.2022 13:30 (UTC)","27249","522","2990"
"Germany (DE)","04.06.2022 13:30 - 04.06.2022 13:45 (UTC)","26578","548","2979"
"Germany (DE)","04.06.2022 13:45 - 04.06.2022 14:00 (UTC)","25989","528","2983"
"Germany (DE)","04.06.2022 14:00 - 04.06.2022 14:15 (UTC)","25201","504","3012"
"Germany (DE)","04.06.2022 14:15 - 04.06.2022 14:30 (UTC)","24481","507","3048"
"Germany (DE)","04.06.2022 14:30 - 04.06.2022 14:45 (UTC)","23556","494","3055"
"Germany (DE)","04.06.2022 14:45 - 04.06.2022 15:00 (UTC)","22449","493","3000"
"Germany (DE)","04.06.2022 15:00 - 04.06.2022 15:15 (UTC)","21299","491","3085"
"Germany (DE)","04.06.2022 15:15 - 04.06.2022 15:30 (UTC)","19885","520","3108"
"Germany (DE)","04.06.2022 15:30 - 04.06.2022 15:45 (UTC)","18316","546","3195"
"Germany (DE)","04.06.2022 15:45 - 04.06.2022 16:00 (UTC)","16694","560","3238"
"Germany (DE)","04.06.2022 16:00 - 04.06.2022 16:15 (UTC)","14792","545","3313"
"Germany (DE)","04.06.2022 16:15 - 04.06.2022 16:30 (UTC)","12938","542","3344"
"Germany (DE)","04.06.2022 16:30 - 04.06.2022 16:45 (UTC)","11059","545","3411"
"Germany (DE)","04.06.2022 16:45 - 04.06.2022 17:00 (UTC)","9142","579","3469"
"Germany (DE)","04.06.2022 17:00 - 04.06.2022 17:15 (UTC)","7323","619","3483"
"Germany (DE)","04.06.2022 17:15 - 04.06.2022 17:30 (UTC)","5736","660","3527"
"Germany (DE)","04.06.2022 17:30 - 04.06.2022 17:45 (UTC)","4400","672","3600"
"Germany (DE)","04.06.2022 17:45 - 04.06.2022 18:00 (UTC)","3348","709","3677"
"Germany (DE)","04.06.2022 18:00 - 04.06.2022 18:15 (UTC)","2461","752","3809"
"Germany (DE)","04.06.2022 18:15 - 04.06.2022 18:30 (UTC)","1712","771","4033"
"Germany (DE)","04.06.2022 18:30 - 04.06.2022 18:45 (UTC)","1071","753","4255"
"Germany (DE)","04.06.2022 18:45 - 04.06.2022 19:00 (UTC)","575","691","4610"
"Germany (DE)","04.06.2022 19:00 - 04.06.2022 19:15 (UTC)","232","657","5175"
"Germany (DE)","04.06.2022 19:15 - 04.06.2022 19:30 (UTC)","61","602","5852"
"Germany (DE)","04.06.2022 19:30 - 04.06.2022 19:45 (UTC)","12","573","6331"
"Germany (DE)","04.06.2022 19:45 - 04.06.2022 20:00 (UTC)","1","578","6898"
"Germany (DE)","04.06.2022 20:00 - 04.06.2022 20:15 (UTC)","0","564","7615"
"Germany (DE)","04.06.2022 20:15 - 04.06.2022 20:30 (UTC)","0","585","8354"
"Germany (DE)","04.06.2022 20:30 - 04.06.2022 20:45 (UTC)","0","616","9005"
"Germany (DE)","04.06.2022 20:45 - 04.06.2022 21:00 (UTC)","0","672","9382"
"Germany (DE)","04.06.2022 21:00 - 04.06.2022 21:15 (UTC)","0","681","9690"
"Germany (DE)","04.06.2022 21:15 - 04.06.2022 21:30 (UTC)","0","739","10058"
"Germany (DE)","04.06.2022 21:30 - 04.06.2022 21:45 (UTC)","0","767","10384"
"Germany (DE)","04.06.2022 21:45 - 04.06.2022 22:00 (UTC)","0","855","10491"
"Germany (DE)","04.06.2022 22:00 - 04.06.2022 22:15 (UTC)","0","866","10487"
"Germany (DE)","04.06.2022 22:15 - 04.06.2022 22:30 (UTC)","0","853","10459"
"Germany (DE)","04.06.2022 22:30 - 04.06.2022 22:45 (UTC)","0","882","10409"
"Germany (DE)","04.06.2022 22:45 - 04.06.2022 23:00 (UTC)","0","942","10439"
"Germany (DE)","04.06.2022 23:00 - 04.06.2022 23:15 (UTC)","0","1053","10336"
"Germany (DE)","04.06.2022 23:15 - 04.06.2022 23:30 (UTC)","0","977","10396"
"Germany (DE)","04.06.2022 23:30 - 04.06.2022 23:45 (UTC)","0","939","10342"
"Germany (DE)","04.06.2022 23:45 - 05.06.2022 00:00 (UTC)","0","881","10330"
"Germany (DE)","05.06.2022 00:00 - 05.06.2022 00:15 (UTC)","0","868","10179"
"Germany (DE)","05.06.2022 00:15 - 05.06.2022 00:30 (UTC)","0","850","10247"
"Germany (DE)","05.06.2022 00:30 - 05.06.2022 00:45 (UTC)","0","854","10375"
"Germany (DE)","05.06.2022 00:45 - 05.06.2022 01:00 (UTC)","0","887","10475"
"Germany (DE)","05.06.2022 01:00 - 05.06.2022 01:15 (UTC)","0","913","10783"
"Germany (DE)","05.06.2022 01:15 - 05.06.2022 01:30 (UTC)","0","871","11115"
"Germany (DE)","05.06.2022 01:30 - 05.06.2022 01:45 (UTC)","0","893","11208"
"Germany (DE)","05.06.2022 01:45 - 05.06.2022 02:00 (UTC)","0","922","11452"
"Germany (DE)","05.06.2022 02:00 - 05.06.2022 02:15 (UTC)","0","863","11629"
"Germany (DE)","05.06.2022 02:15 - 05.06.2022 02:30 (UTC)","0","781","11771"
"Germany (DE)","05.06.2022 02:30 - 05.06.2022 02:45 (UTC)","0","803","11832"
"Germany (DE)","05.06.2022 02:45 - 05.06.2022 03:00 (UTC)","14","793","11794"
"Germany (DE)","05.06.2022 03:00 - 05.06.2022 03:15 (UTC)","84","843","12047"
"Germany (DE)","05.06.2022 03:15 - 05.06.2022 03:30 (UTC)","223","873","12254"
"Germany (DE)","05.06.2022 03:30 - 05.06.2022 03:45 (UTC)","537","877","12398"
"Germany (DE)","05.06.2022 03:45 - 05.06.2022 04:00 (UTC)","962","981","12236"
"Germany (DE)","05.06.2022 04:00 - 05.06.2022 04:15 (UTC)","1530","1090","12324"
"Germany (DE)","05.06.2022 04:15 - 05.06.2022 04:30 (UTC)","2272","1157","12210"
"Germany (DE)","05.06.2022 04:30 - 05.06.2022 04:45 (UTC)","3158","1073","11593"
"Germany (DE)","05.06.2022 04:45 - 05.06.2022 05:00 (UTC)","4323","1020","10671"
"Germany (DE)","05.06.2022 05:00 - 05.06.2022 05:15 (UTC)","5498","1055","9611"
"Germany (DE)","05.06.2022 05:15 - 05.06.2022 05:30 (UTC)","6738","1181","8487"
"Germany (DE)","05.06.2022 05:30 - 05.06.2022 05:45 (UTC)","8138","1358","7374"
"Germany (DE)","05.06.2022 05:45 - 05.06.2022 06:00 (UTC)","9604","1433","6459"
"Germany (DE)","05.06.2022 06:00 - 05.06.2022 06:15 (UTC)","10949","1432","5777"
"Germany (DE)","05.06.2022 06:15 - 05.06.2022 06:30 (UTC)","12306","1435","5307"
"Germany (DE)","05.06.2022 06:30 - 05.06.2022 06:45 (UTC)","13607","1457","5104"
"Germany (DE)","05.06.2022 06:45 - 05.06.2022 07:00 (UTC)","14882","1408","4871"
"Germany (DE)","05.06.2022 07:00 - 05.06.2022 07:15 (UTC)","16013","1453","4739"
"Germany (DE)","05.06.2022 07:15 - 05.06.2022 07:30 (UTC)","17013","1528","4714"
"Germany (DE)","05.06.2022 07:30 - 05.06.2022 07:45 (UTC)","17772","1591","4908"
"Germany (DE)","05.06.2022 07:45 - 05.06.2022 08:00 (UTC)","18672","1596","5123"
"Germany (DE)","05.06.2022 08:00 - 05.06.2022 08:15 (UTC)","19737","1662","5386"
"Germany (DE)","05.06.2022 08:15 - 05.06.2022 08:30 (UTC)","20765","1710","5764"
"Germany (DE)","05.06.2022 08:30 - 05.06.2022 08:45 (UTC)","21747","1737","6086"
"Germany (DE)","05.06.2022 08:45 - 05.06.2022 09:00 (UTC)","22423","1754","6354"
"Germany (DE)","05.06.2022 09:00 - 05.06.2022 09:15 (UTC)","23040","1779","6699"
"Germany (DE)","05.06.2022 09:15 - 05.06.2022 09:30 (UTC)","23602","1869","6935"
